name,winning_perc_before_ko,winning_perc_after_ko
Nick Diaz,0.0,0.0
Nick Hein,0.5,0.0
Nick Penner,0.0,0.0
Nick Roehrick,0.0,0.0
Nicolae Negumereanu,0.6666666666666666,0.0
Nik Lentz,0.0,0.5625
Nikita Krylov,0.0,0.6470588235294118
Niklas Backstrom,0.5,0.0
Niklas Stolze,0.0,0.0
Niko Price,0.5714285714285714,0.3333333333333333
Nikolas Motta,0.0,0.5
Noad Lahat,0.0,0.6666666666666666
Nordine Taleb,0.6,0.5
Norma Dumont,0.0,0.8571428571428571
Ode Osbourne,0.3333333333333333,0.6
Oli Thompson,0.0,0.0
Oliver Enkamp,0.0,0.0
Oluwale Bamgbose,0.0,0.25
Omar Morales,0.5,0.0
Omari Akhmedov,0.6,0.6
Orion Cosce,0.0,0.5
Oskar Piechota,0.4,0.0
Ottman Azaitar,0.6666666666666666,0.0
Ovince Saint Preux,0.6363636363636364,0.4666666666666667
Papy Abedi,0.3333333333333333,0.0
Parker Porter,0.0,0.6666666666666666
Pascal Krauss,0.3333333333333333,0.0
Pat Barry,0.5,0.3333333333333333
Pat Sabatini,0.8,1.0
Patrick Cote,0.6666666666666666,0.0
Patrick Cummins,0.0,0.5
Patrick Williams,0.0,0.3333333333333333
Paul Craig,0.5,0.5714285714285714
Paul Felder,0.5714285714285714,0.625
Paul Redmond,0.0,0.0
Paulo Costa,0.8333333333333334,0.5
Paulo Thiago,0.0,0.2
Pete Rodriguez,0.0,1.0
Peter Sobotta,0.6666666666666666,0.5
Phil Harris,0.3333333333333333,0.0
Phil Hawes,0.75,0.3333333333333333
Philip De Fries,0.0,0.3333333333333333
Philipe Lins,0.0,1.0
Pingyuan Liu,0.6666666666666666,0.0
Piotr Hallmann,0.4,0.0
Preston Parsons,0.0,0.5
Punahele Soriano,0.5,0.0
Quinn Mulhern,0.0,0.0
Rachael Ostovich,0.25,0.0
Rafael Alves,0.3333333333333333,0.0
Rafael Cavalcante,0.0,0.25
Rafael Dos Anjos,0.8333333333333334,0.5
Rafael Fiziev,0.0,0.8571428571428571
Rafael Natal,0.5,0.5833333333333334
Rafaello Oliveira,0.5,0.0
Ramazan Emeev,0.625,0.0
Ramiz Brahimaj,0.0,0.6666666666666666
Ramona Pascual,0.0,0.0
Ramsey Nijem,0.6666666666666666,0.4
Randy Brown,0.5714285714285714,0.7777777777777778
Randy Costa,0.5,0.0
Rani Yahya,0.6666666666666666,0.0
Raoni Barcelos,0.6666666666666666,0.0
Raphael Assuncao,0.7142857142857143,0.3333333333333333
Raphael Pessoa,0.3333333333333333,0.0
Raquel Pennington,0.6666666666666666,0.75
Rashad Coulter,0.0,0.3333333333333333
Rashad Evans,0.42857142857142855,0.0
Raulian Paiva,0.0,0.6
Renan Barao,0.8333333333333334,0.2222222222222222
Renato Moicano,0.7142857142857143,0.5714285714285714
Renee Forte,0.3333333333333333,0.0
Reuben Duran,0.0,0.0
Rhys McKee,0.0,0.0
Ricardo Funch,0.0,0.0
Ricardo Lamas,0.6666666666666666,0.5555555555555556
Ricardo Ramos,0.75,0.6666666666666666
Rich Franklin,0.5,0.0
Richard Walsh,0.3333333333333333,0.3333333333333333
Richardson Moreira,0.0,0.0
Richie Vaculik,0.0,0.3333333333333333
Rick Story,0.6,0.0
Ricky Glenn,0.4444444444444444,0.0
Ricky Rainey,0.0,0.0
Ricky Simon,0.75,0.7142857142857143
Roan Carneiro,0.5,0.5
Rob Wilkinson,0.0,0.0
Robbie Lawler,0.8,0.375
Robert Whittaker,0.5,0.8125
Rodrigo Damm,0.5,0.0
Rodrigo Nascimento,0.5,1.0
Rodrigo de Lima,0.0,0.0
Roger Bowling,0.0,0.0
Roger Narvaez,0.0,0.5
Roger Zapata,0.0,0.0
Rogerio Bontorin,0.5,0.0
Rogerio Nogueira,0.5,0.3333333333333333
Rolando Dy,0.0,0.3333333333333333
Ron Stallings,0.0,0.5
Ronda Rousey,0.8571428571428571,0.0
Ronny Markes,0.6666666666666666,0.0
Rony Jason,0.75,0.2
Roosevelt Roberts,0.5,0.0
Rory MacDonald,0.75,0.0
Rose Namajunas,0.6666666666666666,0.75
Ross Pearson,0.0,0.3888888888888889
Rousimar Palhares,0.5,0.5
Roy Nelson,0.5,0.3333333333333333
Royston Wee,0.6666666666666666,0.0
Ruan Potts,0.0,0.0
Ryan Bader,0.5,0.8
Ryan Couture,0.0,0.0
Ryan Hall,0.8,1.0
Ryan Jimmo,0.5,0.3333333333333333
Ryan LaFlare,0.75,0.5
Ryan MacDonald,0.0,0.0
Ryan Spann,0.8,0.6
Sabah Homasi,0.0,0.0
Saimon Oliveira,0.0,0.0
Sam Alvey,0.6,0.3684210526315789
Sam Hughes,0.0,0.5
Sam Patterson,0.0,0.0
Sam Sicilia,0.5,0.4
Sam Stout,0.42857142857142855,0.0
Santiago Ponzinibbio,0.5,0.6923076923076923
Saparbeg Safarov,0.0,0.3333333333333333
Sara McMann,0.5,0.5454545454545454
Sarah Alpar,0.0,0.0
Sarah Frota,0.0,0.0
Sarah Moras,0.3333333333333333,0.3333333333333333
Scott Holtzman,0.6363636363636364,0.0
Scott Jorgensen,0.0,0.25
Sean Brady,0.8333333333333334,0.0
Sean O'Connell,0.0,0.3333333333333333
Sean O'Malley,0.8,0.8333333333333334
Sean Spencer,0.42857142857142855,0.0
Sean Strickland,0.6666666666666666,0.8
Sergei Pavlovich,0.0,1.0
Serghei Spivac,0.0,0.7777777777777778
Sergio Moraes,0.6666666666666666,0.4
Sergio Pettis,0.6,0.6666666666666666
Seth Baczynski,0.5,0.25
SeungWoo Choi,0.375,0.0
Shamil Abdurakhimov,0.0,0.5
Shamil Gamzatov,0.5,0.0
Shana Dobson,0.25,0.5
Shane Burgos,0.75,0.7142857142857143
Shane Campbell,0.0,0.25
Shane Young,0.5,0.0
Shane del Rosario,0.0,0.0
Shanna Young,0.0,0.5
Shannon Ross,0.0,0.0
Shawn Jordan,0.6,0.6
Shayilan Nuerdanbieke,0.6,0.0
Shayna Baszler,0.0,0.0
Sheila Gaff,0.0,0.0
Sheldon Westcott,0.0,0.5
Sheymon Moraes,0.4,0.0
Shinsho Anzai,0.0,0.6666666666666666
Sijara Eubanks,0.5,0.0
Simeon Thoresen,0.5,0.0
Soa Palelei,0.6666666666666666,0.0
Song Kenan,0.6666666666666666,0.0
Song Yadong,0.7272727272727273,1.0
Stanislav Nedkov,0.0,0.0
Stefan Struve,0.75,0.36363636363636365
Stephan Bonnar,0.0,0.0
Stephen Thompson,0.6428571428571429,0.6
Steve Bosse,0.0,1.0
Steve Garcia,0.3333333333333333,1.0
Steve Montgomery,0.0,0.0
Steven Koslow,0.0,0.0
Steven Siler,0.5714285714285714,0.0
Stevie Ray,0.7142857142857143,0.5
Stipe Miocic,0.6666666666666666,0.7857142857142857
Sultan Aliev,0.0,0.6666666666666666
Suman Mokhtarian,0.0,0.0
Syuri Kondo,0.5,0.0
TJ Dillashaw,0.8,0.5
TJ Waldburger,0.5,0.0
Tabatha Ricci,0.0,1.0
Tafon Nchukwi,0.5,0.0
Tai Tuivasa,0.75,0.5555555555555556
Takanori Gomi,0.6,0.0
Takashi Sato,0.3333333333333333,0.0
Takenori Sato,0.0,0.0
Takeya Mizugaki,0.7142857142857143,0.25
Talita Bernardo,0.0,0.3333333333333333
Tamdan McCrory,0.5,0.0
Tanner Boser,0.4444444444444444,1.0
Tarec Saffiedine,0.5,0.25
Te Edwards,0.0,0.0
Teemu Packalen,0.3333333333333333,0.0
Tereza Bleda,0.0,1.0
Terrance McKinney,0.6666666666666666,0.5
Terrence Mitchell,0.0,0.0
Terry Etim,0.0,0.0
Teruto Ishihara,0.375,0.0
Thales Leites,0.5833333333333334,1.0
Thiago Alves,0.5,0.2857142857142857
Thiago Moises,0.5,1.0
Thiago Perpetuo,0.5,0.0
Thiago Santos,0.625,0.5625
Thiago Tavares,0.5,0.6
Thibault Gouti,0.0,0.3333333333333333
Thomas Almeida,0.8,0.2
Thomas Gifford,0.0,0.0
Tiago dos Santos e Silva,0.5,0.5
Tim Boetsch,0.6666666666666666,0.38461538461538464
Tim Kennedy,0.75,0.0
Tim Means,0.5263157894736842,0.5
Tim Williams,0.0,0.0
Timothy Johnson,0.5,1.0
Todd Duffee,0.6666666666666666,0.0
Tom Aspinall,0.8333333333333334,1.0
Tom Breese,0.6666666666666666,0.5
Tony Ferguson,0.8571428571428571,0.0
Tony Gravely,0.5,0.5
Tony Kelley,0.5,0.0
Tonya Evinger,0.0,0.0
Toshiomi Kazama,0.0,0.0
Travis Browne,0.5,0.45454545454545453
Tresean Gore,0.0,1.0
Trevin Giles,0.625,0.5
Trevor Smith,0.3333333333333333,0.4444444444444444
Tyron Woodley,0.6,0.0
Tyson Pedro,0.5,0.6666666666666666
Ulysses Gomez,0.0,0.0
Uriah Hall,0.5,0.5555555555555556
Urijah Faber,0.6666666666666666,0.5555555555555556
Vagner Rocha,0.0,0.0
Val Woodburn,0.0,0.0
Valerie Letourneau,0.6,0.0
Vaughan Lee,0.5,0.0
Vernon Ramos Ho,0.0,0.0
Veronica Hardy,0.0,0.4
Vicente Luque,0.7368421052631579,1.0
Victor Martinez,0.0,0.0
Victor Rodriguez,0.0,0.0
Victoria Leonardo,0.0,0.3333333333333333
Vik Grujic,0.3333333333333333,0.0
Viktor Pesta,0.3333333333333333,0.0
Vinc Pichel,0.0,0.7777777777777778
Vince Cachero,0.0,0.0
Vince Morales,0.25,0.5
Vinicius Moreira,0.0,0.0
Vinny Magalhaes,0.3333333333333333,0.0
Vitor Belfort,0.6666666666666666,0.3333333333333333
Volkan Oezdemir,0.75,0.375
Wagner Campos,0.0,0.0
Walt Harris,0.0,0.42857142857142855
Warlley Alves,0.6666666666666666,0.4
Wellington Turman,0.3333333333333333,0.4
Wendell Oliveira Marques,0.0,0.0
Westin Wilson,0.0,0.0
Will Brooks,0.5,0.0
Will Chope,0.0,0.0
William Knight,0.5,0.0
William Macario,0.3333333333333333,0.0
Willie Gates,0.3333333333333333,0.0
Wilson Reis,0.6,0.3333333333333333
Wu Yanan,0.16666666666666666,0.0
Wulijiburen,0.0,0.0
Yair Rodriguez,0.8571428571428571,0.5714285714285714
Yan Cabral,0.4,0.0
Yan Xiaonan,0.8571428571428571,0.6666666666666666
Yana Santos,0.0,0.5
Yancy Medeiros,0.0,0.42857142857142855
Yao Zhikui,0.3333333333333333,0.0
Yaotzin Meza,0.0,0.3333333333333333
Yasuhiro Urushitani,0.0,0.0
Yazmin Jauregui,0.6666666666666666,0.0
Yohan Lainesse,0.0,0.5
Yorgan De Castro,0.25,0.0
Yoshinori Horie,0.0,0.0
Yusaku Kinoshita,0.0,0.0
Yushin Okami,0.0,0.5714285714285714
Yusuke Kasuya,0.0,0.0
Yuta Sasaki,0.3333333333333333,0.5
Yves Jabouin,0.5,0.4
Zac Pauga,0.0,0.5
Zak Ottow,0.5,0.5
Zarah Fairn,0.0,0.0
Zarrukh Adashev,0.0,0.3333333333333333
Zelim Imadaev,0.0,0.0
Zhalgas Zhumagulov,0.25,0.0
Zhang Tiequan,0.0,0.0
Zhang Weili,0.8333333333333334,0.75
